Algo,Demand pattern,T,Fixed ordering cost,Proportional ordering cost,Penalty cost,Distribution,Distribution type,Computing time,Cost,s,S,Orders,Inventory
MCDP,STA,40,1500,0,10,normal,1,7.656644,21100.39301067554,"[ 47.61718361  48.83756044  46.80826412  45.80745711  47.05202079
  48.22955949  48.90344617  49.58966321  48.19152053  44.72064877
  46.13111981  48.73010699  49.33524682  50.32701168  46.72909216
  43.66900863  46.9636616   48.71923478  51.17598234  51.05522853
  43.35648764  43.4192285   47.08872367  48.87485203  52.46503723
  55.50715702  37.68851018  43.54388813  47.64627546  49.89241515
  56.24667072  58.3312704   32.43496164  39.19655959  48.95764015
  56.33256655  65.56414715  77.44556247  64.60866557 -54.35724426]","[572.14280529 554.78537083 541.03468676 599.08871527 602.10184364
 587.16341934 560.20188284 540.81648083 531.48954163 607.887327
 598.71671667 585.09389725 551.22573652 530.64248018 527.57233324
 610.10547123 599.28819609 582.58446655 548.49339638 520.3377697
 513.36314697 619.23494911 601.55808144 578.35544329 533.4331913
 511.30817318 498.23639736 644.65586815 602.61271515 550.46284676
 514.11940994 481.78211594 419.91817684 685.28551369 595.31242676
 503.87945251 413.29927139 321.42392006 225.66378174 126.3217186 ]","[5.72142805e+02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 5.18167327e-01 1.67498386e+02 3.69676470e+02 3.31273179e+01
 2.38126418e-01 8.32341878e-02 3.16399487e+01 2.71227048e+02
 2.43031886e+02 2.59555073e+01 5.53297613e-01 3.64822514e+00
 7.86946247e+01 3.16582814e+02 1.64729724e+02 1.33583688e+01
 5.44233094e-01 1.13566641e+01 1.28476406e+02 3.18666984e+02
 1.13473107e+02 6.31913436e+00 4.68589796e-01 2.12794917e+01
 1.79766738e+02 3.00777172e+02 6.48558901e+01 2.03462259e+00
 1.24993859e-01 2.70807584e+01 3.01617386e+02 2.15169336e+02
 1.42850993e+01 9.53021806e-02 7.74741342e-02 2.90933899e-02]","[472.12283388 372.10694502 272.13490557 172.1550857   72.65862124
 140.16997917 409.86960786 343.016944   243.28045549 143.34602562
  74.99029229 246.22146103 389.2472079  315.20272319 215.72701859
 119.35656594  98.02572657 314.60404789 379.34177682 292.68784168
 193.23212779 104.56428068 133.03525497 351.69412234 365.15350093
 271.47825231 171.94006116  93.20307254 172.98521351 373.75276772
 338.63309523 240.67307224 140.81067085  67.89959961 269.53618519
 384.70580387 298.97831124 199.08200927  99.16208251  -0.7934821 ]"
MCDP,STA,40,500,0,10,normal,2,8.112708,12590.536915852945,"[70.36900906 71.91995718 69.69837856 72.72824399 72.75036477 71.92561602
 72.15517311 72.52186247 73.11183909 71.74463012 71.44576064 72.78981483
 71.02266338 71.53013135 74.29351498 70.19275185 71.05132455 72.81687518
 73.44267819 69.09812736 71.66336362 72.15385481 71.03486396 71.73302881
 74.82250391 70.23082203 69.19208076 75.05033463 72.61252636 69.32729694
 73.00799998 72.52715935 70.01499163 71.93733548 79.96682074 66.28200311
 66.96085283 79.14424627 92.76292053 44.0527536 ]","[349.58558521 353.98413277 354.99956818 356.46624069 353.43978539
 355.03137016 357.03226795 353.07139549 352.18276291 355.56565704
 351.00471573 349.19943314 362.5947876  356.15186691 348.93776035
 349.63730736 362.73801651 353.10637093 347.84726849 356.79753971
 353.52830429 344.72646484 358.47494278 360.85721531 344.35653992
 348.78146229 362.47453918 352.66749001 347.52568588 369.20297928
 353.56550789 335.69386406 393.45959969 370.54768181 334.06829224
 303.31312866 405.86924591 328.52992649 238.20234261 139.33977966]","[349.58558521   0.           9.0185454  213.07168948 108.61027232
  17.35224877 132.78265741 142.67669613  55.26235463  89.78538213
 136.10235785  88.28248351  80.04149004 122.90327052 105.32021222
  72.50349867 112.31461503 118.26908265  83.44202718  85.14220796
 123.49895032  98.16055501  82.17687505 114.07393154 111.23717175
  75.51546359 100.50214621 129.49374598  82.1961434   84.03504873
 126.50103808  95.63419999  78.77335664 127.86958369 114.77871051
  35.67054128 123.31134607 158.70322952  37.82034325   6.40565514]","[249.55229797 149.52518713  58.58230389 171.68073801 180.26622616
  97.63442674 130.44842582 173.15203436 128.44887919 118.20446616
 154.30996148 142.59511309 122.62372953 145.52352159 150.79673266
 123.26896817 135.54174176 153.80045246 137.25095673 122.37145675
 145.86711975 143.98738093 126.15252141 140.21101988 151.42385469
 126.94433056 127.43297564 156.89858285 139.11454077 123.13186475
 149.66581367 145.30444792 124.09328623 151.97203846 166.77594678
 102.44372202 125.73304507 184.44551169 122.26616378  28.69152446]"
MCDP,STA,40,1000,0,10,normal,2,8.172953,17564.614274269807,"[55.84404264 56.85848403 55.72708473 59.46700169 59.13045359 57.02584206
 57.33907299 58.06705605 60.55393992 58.50476322 55.09695796 57.90561553
 58.47511471 58.98646524 58.80989738 54.83643358 57.35991347 59.20541391
 61.38442203 54.78841345 54.91946007 56.90417535 60.26734385 60.62926098
 55.77429229 54.77472753 56.65711419 64.02703627 60.05938745 51.27357965
 55.46728438 59.15149246 67.45171429 56.44773418 49.59503947 55.54204329
 64.95886223 78.63730202 81.36390741 -6.53599939]","[475.93781204 486.32561646 484.35920029 477.1795208  471.63356209
 483.35379028 491.35523758 481.38208141 471.84846268 465.90923157
 488.1397768  494.10138397 477.36617336 464.80898743 468.11323605
 497.65229797 492.53266487 475.06067047 460.57926579 463.93008423
 505.94404449 492.65091476 469.71724739 445.55458603 489.92345982
 511.98120728 484.90690918 456.96872749 429.99352226 532.35951405
 517.47325573 474.12232246 432.4374649  382.23544922 587.41203403
 505.48675232 420.28947544 332.24179344 238.49545822 139.35945168]","[475.93781204   0.           0.           5.44426467 170.53231671
 242.24851094  53.99609273   7.82070258  75.47190096 157.71226
 157.89957856  68.93447733  47.30996033 108.26398916 126.70813163
 116.11823474  83.76043843  88.36992165 109.72293566  90.06699645
 103.28566759 105.6063675  114.84354439  94.83086059  69.75013941
  97.31992506 132.4387445  130.95875281  58.07818844  60.33191628
 117.04087991 165.46176745 109.33033234  22.78557344  54.34508331
 160.64118245 182.32353493  46.83650703   3.00446995   2.56906225]","[375.9045248  275.87741396 175.91598532  81.38699462 151.89452716
 294.15898991 248.18642431 156.0340393  131.54043046 189.2228953
 247.12561133 216.06275675 163.35984349 171.62035418 198.28148466
 214.36845624 198.08705324 186.44660295 196.17801569 186.2233042
 189.50568446 195.07175814 209.90356795 204.71899547 174.44479794
 171.76973529 204.19497865 235.12559269 193.22359565 153.53778719
 170.61157794 236.07777965 245.42359366 168.21833564 122.58861676
 183.22703318 265.52854509 212.37428923 115.37906802  17.96783582]"
MCDP,STA,40,1500,0,10,normal,2,8.472382,21387.86254724284,"[ 47.12640471  48.6460787   46.07453603  46.95001429  47.1907932
  48.08270035  49.3296538   49.44437693  49.06912119  45.48649203
  45.50929409  48.9780016   49.80625182  49.58365648  47.57152814
  43.79918528  46.54827498  48.75334836  52.37084067  49.7582553
  43.6786836   43.62055204  46.4588856   49.10817112  53.37324447
  53.81641525  38.89843637  44.28874836  46.90933334  49.74498351
  55.07628784  58.86005632  34.66032699  38.23800595  48.10098206
  54.94430103  64.77188204  78.61239297  61.40886489 -56.5364484 ]","[568.26645832 562.9009655  564.76711349 585.83892365 594.8357317
 581.36834421 566.68265295 558.77401724 563.08394966 595.37887516
 594.70532742 577.82816906 559.87588978 548.23690081 569.36677084
 604.63966942 595.68335953 577.23402615 555.42254353 533.67483616
 553.03874626 619.34221106 598.35357246 573.89933147 548.08590403
 519.70343285 506.6730896  647.88195648 605.32386513 562.03504486
 522.34031219 476.74070911 434.22267532 683.43874969 598.8925477
 509.81589432 421.50341339 332.39143753 238.49545822 139.5164566 ]","[5.68266458e+02 0.00000000e+00 0.00000000e+00 8.76136416e-03
 1.23842101e+01 2.07253476e+02 2.79632646e+02 7.16253879e+01
 6.47131480e+00 5.59020729e+00 7.31137059e+01 2.19831039e+02
 1.93973305e+02 6.89919467e+01 1.50011808e+01 2.35295295e+01
 1.16623912e+02 2.11978624e+02 1.56908873e+02 5.18558624e+01
 1.80846601e+01 4.43286276e+01 1.43009023e+02 2.07096062e+02
 1.31945036e+02 3.97621236e+01 1.40475461e+01 6.21802220e+01
 1.69449640e+02 2.02673931e+02 1.08456096e+02 2.76971972e+01
 5.69641427e+00 6.19325843e+01 2.18999628e+02 2.00778727e+02
 6.08700150e+01 5.49400103e+00 1.70779413e+00 6.70087702e-01]","[468.23317108 368.20606024 268.2446316  168.2801376   80.63956357
 187.9089911  367.57297861 339.22527893 245.73108392 151.29149606
 124.40833942 244.24204643 338.20247735 307.19094559 222.14512519
 145.64339158 162.22546203 274.19371401 331.11106394 282.94521842
 201.02659116 145.31492492 188.31221294 295.39284229 327.31354138
 267.08067725 181.11472223 143.26680545 212.73626016 315.39246615
 323.88147327 251.58310474 157.29500067 119.23675353 238.26157954
 339.03754024 299.88553226 205.38877039 107.09687336   7.78666661]"
MCDP,STA,40,500,0,20,normal,0,7.027156,11786.687328754771,"[83.62660773 88.1754894  84.31307645 84.35328163 88.5956564  84.96032752
 84.1475318  88.41781061 85.34597895 84.15815136 88.14911488 84.96259861
 84.03891886 88.37818158 85.09933152 83.80371897 88.60529418 84.57648873
 84.56566959 88.0778916  84.28629759 83.84025458 88.89859704 84.4473882
 84.42973529 88.65720088 83.82997341 84.59567922 89.1811535  84.03112507
 83.7830374  88.75156304 84.73512195 83.84336726 89.60591523 84.00870047
 83.16252766 89.43172372 96.25086261 73.61520515]","[316.82432518 318.03445988 317.30481358 318.7126318  318.5697691
 317.68460445 318.67977581 318.54019871 317.40861416 317.66361313
 317.69513054 317.45266552 318.54275417 317.99040852 317.14041195
 317.57295494 318.48848095 316.97448921 317.3001894  317.00825787
 316.6730051  317.77185535 318.41875324 317.15574474 317.43118744
 317.61329479 317.45084019 318.62416401 317.895187   316.15480919
 318.14976006 318.43353844 318.11799927 414.98989563 317.6274107
 316.44737549 416.82415504 318.83626766 218.60835571 116.6202179 ]","[3.16824325e+02 0.00000000e+00 2.59463191e+00 2.98180881e+02
 6.98905117e-02 5.19110842e+00 2.93815238e+02 1.91937491e-01
 7.69662655e+00 2.90134435e+02 3.56132648e-01 1.04841038e+01
 2.88940909e+02 5.81291262e-01 1.29304554e+01 2.84609303e+02
 8.70266426e-01 1.54260036e+01 2.82417209e+02 1.19614986e+00
 1.78477904e+01 2.80342196e+02 1.63702991e+00 2.00659838e+01
 2.77011613e+02 2.07693622e+00 2.20485201e+01 2.76056806e+02
 2.58294870e+00 2.34444645e+01 2.72595100e+02 3.22356904e+00
 2.54281741e+01 3.57851752e+02 3.77381005e+00 2.50962757e+01
 1.01579901e+01 2.68491912e+02 1.65257405e+01 3.74327688e-02]","[216.81433947 116.80639855  19.41501073 217.6059819  117.66855652
  22.86615085 216.69296776 116.89491437  24.60423345 214.72983624
 115.08812854  25.57429283 214.51213249 115.09342772  28.00938202
 212.60934696 113.46688135  28.89063851 211.31185006 112.50184794
  30.3496648  210.67960503 112.31391899  32.37584456 209.38059375
 111.46033848  33.50546806 209.55403416 112.14468417  35.58434002
 208.19165901 111.41790565  36.85238211 294.70821911 198.49163091
 123.5880479   33.73974327 202.23585314 118.76289316  18.80799694]"
MCDP,STA,40,1000,0,20,normal,0,6.60492,17122.18478888072,"[78.41200535 78.41153548 78.10551425 79.04189518 79.15661565 78.8342562
 78.62536889 78.64913504 79.30775612 78.84157372 78.4902245  78.74942607
 78.7191956  78.64674207 79.40115433 78.32081556 78.58554931 78.86774091
 79.31502028 78.21751152 78.51484584 78.31276593 78.76958575 78.98313293
 79.60420655 77.93387516 78.05402112 79.53638931 83.59376028 74.12131629
 78.20465024 78.38271487 83.93398006 79.2525678  74.01072308 78.09659679
 83.1177754  89.42504974 96.25115584 48.6019701 ]","[416.0368824  513.56686935 513.857061   514.50714912 417.4866745
 417.50201874 514.03696022 514.19470291 513.94382439 513.40628357
 416.55643005 513.71069069 513.58147697 416.76229858 417.01196213
 416.80945015 513.08207283 513.18158112 512.88864441 415.69046631
 416.25900879 513.7229454  513.11824875 416.23216095 416.83502388
 514.47577705 513.5098114  513.4107933  416.10826607 415.3866909
 515.46438942 513.59128075 417.36959476 415.00655708 613.42703342
 515.22851067 417.36855583 318.93447056 218.60618362 116.55957031]","[4.16036882e+02 0.00000000e+00 0.00000000e+00 7.20517001e+00
 3.93928693e+02 3.38575640e-01 0.00000000e+00 5.72177966e+00
 4.88626739e+02 9.48031189e-01 4.25160265e-04 2.19951311e-01
 2.31413097e+01 3.79174616e+02 1.54442552e+00 7.77315561e-03
 6.85692004e+00 4.85997745e+02 2.34459211e+00 9.44510351e-03
 2.16193334e-01 2.51554478e+01 4.67540177e+02 2.50974235e+00
 2.43105680e-01 9.29748989e-01 4.28070723e+01 4.51695546e+02
 8.45005763e-01 1.49522228e-02 2.56388700e+00 5.92768433e+01
 3.50208054e+02 3.41661186e-01 5.51965705e-02 9.30099930e+00
 3.91117927e+02 4.09582954e-01 0.00000000e+00 2.65720545e-03]","[316.02689669 216.01895577 116.03293604  23.24819611 317.16957332
 217.51463487 117.52621411  23.25800289 411.89743453 312.83663375
 212.83921857 113.06123041  36.19947034 315.37409022 216.90401464
 116.90244993  23.74663793 409.74213686 312.09073118 212.09402431
 112.31024415  37.45343634 404.99089716 307.49658133 207.73282289
 108.66538039  51.46906222 403.15636876 304.00907584 204.01921941
 106.59532509  65.87484599 316.08920189 216.43494827 116.49974659
  25.80088719 316.91251948 217.32630036 117.32759991  17.33792812]"
MCDP,STA,40,1500,0,20,normal,0,8.359167,21120.965634696004,"[73.2914385  73.62676001 73.28390679 73.90697455 73.59601639 73.86240954
 73.81242763 73.74329357 74.39807252 73.47818735 73.03775773 73.96931495
 73.78667247 73.78048115 74.36933782 73.02561108 73.40358296 73.84064288
 74.39769766 73.21740328 77.60627999 69.20864629 73.44737297 73.7849933
 74.22218603 77.91679383 73.09696318 69.72293766 73.65845853 73.46842115
 78.2009554  78.38227598 69.13804217 68.74075299 73.99842655 78.09317945
 83.11633587 89.42358169 96.242795   23.60285576]","[610.82140818 611.49413452 611.62076874 516.06153717 612.60836754
 612.03721619 612.03487396 611.80047588 515.40223351 514.85881042
 611.32820349 611.72979927 611.52415199 515.23596153 611.10541334
 514.33048515 612.26564159 610.91909666 610.62771549 513.91647186
 515.00557289 611.04274635 613.04232311 611.95670223 611.24323425
 514.60665741 513.51108589 709.01210318 612.72723541 611.19630661
 515.46733055 513.59275131 417.37015419 711.12163944 613.586656
 515.27370605 417.37862549 318.93471394 218.60927467 116.63002319]","[6.10821408e+02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 2.68527545e+01 5.66740537e+02 3.21457266e+00
 0.00000000e+00 0.00000000e+00 1.06488409e+00 5.08237349e+01
 5.37376401e+02 5.39151933e+00 2.01667020e-02 3.96129905e-02
 3.23182392e+00 7.31716609e+01 5.15653671e+02 2.49518232e+00
 5.82909761e-02 8.37402406e-02 6.60612300e+00 9.52129002e+01
 4.91715203e+02 2.23171938e+00 6.43817762e-03 2.91300317e-01
 1.05368067e+01 1.13083801e+02 3.94929489e+02 1.36547894e+00
 0.00000000e+00 3.02728218e-01 2.41215264e+01 4.75631125e+02
 2.14594161e+00 0.00000000e+00 0.00000000e+00 1.88713125e-04]","[510.81142247 410.80348154 310.81746182 210.82755188 110.82023599
  37.6794764  504.43159247 407.65617425 307.66886679 207.66003482
 108.72707856  59.55287403 496.92620531 402.31772861 302.32339421
 202.35366933 105.57276122  78.74217564 494.39984837 396.88887871
 296.9471962  197.01868081 103.62208786  98.83092983 490.53926825
 392.77379615 292.77684385 193.05990452 103.60441256 116.68340503
 411.62511318 312.99326972 212.99957209 113.3063855   37.43751367
 413.06878033 315.20842717 215.21262509 115.21392465  15.22178436]"
MCDP,STA,40,500,0,20,normal,1,7.467675,12657.549458721627,"[ 86.46261398  88.28038716  86.00769217  88.31845929  88.71658611
  87.48293329  87.92712527  88.70671705  88.11931609  87.63834034
  87.9015749   87.68509611  87.34184282  88.44132973  88.0820189
  86.77037716  88.44388676  86.9825408   88.57993284  87.70734735
  85.94240936  87.33977386  89.75396282  86.20721098  88.27551118
  89.22601216  85.12506205  88.06674051  90.87410593  85.70091395
  86.25745542  90.30916264  87.06895424  86.36485594  92.72638916
  85.585042    84.34020136  92.40751157 101.59922171  73.31216946]","[333.89045105 335.75999451 335.35701599 337.50328674 336.50045471
 337.24918213 338.25105286 336.75648193 336.38266296 336.25673218
 334.4088501  336.25000305 339.35622921 334.26330872 334.92789001
 335.60554504 335.90021667 336.04998779 335.02273865 332.80630512
 334.70179138 335.96686707 335.78671875 336.20007935 335.87297974
 332.90851784 336.59280396 340.83369122 334.24177551 331.3815773
 339.61476555 335.00011597 336.59837952 416.00357056 333.9274292
 325.20509644 426.48540573 335.45481262 236.90954132 133.2029892 ]","[333.89045105   0.          11.83155781 273.587897    19.87058028
  21.20831492 243.46110836  38.80797385  29.30126564 216.69517501
  54.12094745  37.98561162 199.75674245  65.06527386  43.83368289
 178.1988741   77.93652201  50.41800122 166.48244258  81.03856906
  56.40516588 157.76834435  87.83308524  59.81621607 148.83301432
  90.25660717  63.19345745 145.91527324  94.62178325  61.73154547
 136.17993982 103.98799096  64.67465132 159.5237209  109.75583219
  58.41085029  39.53782687 210.40212397  42.14325057   1.51540645]","[233.87047964 133.85459078  45.71410914 219.32218627 139.17813477
  60.39942151 203.88368835 142.71168044  72.03833115 188.71584209
 142.84110749  80.83084017 180.58144309 145.64672489  89.45140557
 167.63160189 145.54265982  95.95616809 162.4466151  143.47288021
  99.8780991  157.62193221 145.44958554 105.25768525 154.07697133
 144.33919553 107.52587204 153.424665   148.06185088 109.78377903
 145.98815622 149.98150161 114.66875767 174.20064895 183.97568045
 142.38681334  81.91204827 192.32256809 134.46841776  35.99916622]"
MCDP,STA,40,1000,0,20,normal,1,7.08628,17840.465651233444,"[ 77.8582209   79.07862944  78.34947231  80.58143894  80.47741205
  78.88390302  79.48429336  79.93434375  80.96052351  80.19563268
  77.75601232  79.82860812  79.84732794  79.85840697  80.81321913
  77.64939338  79.22979637  80.15061017  81.15480804  78.55383564
  77.67791478  79.04948882  80.27858804  81.22817479  79.6845778
  77.45568045  78.53341176  81.99319058  84.26016924  74.5564497
  78.14365192  79.4067873   85.51796422  81.03827436  74.40267428
  77.93721133  83.68259274  92.20316535 101.42849139  47.23079779]","[512.10477161 518.01867599 516.07273178 514.19892883 446.87670822
 516.81953659 521.81167755 517.68503494 513.65496597 441.68939896
 520.02227039 520.12233887 513.92955551 443.31473522 442.16220417
 517.24962845 519.46588173 514.26792068 444.24147949 438.02021561
 523.82306461 521.65566216 510.34035339 438.28424988 432.95158768
 531.89435492 519.04016838 449.39449615 431.34255543 433.43175716
 535.74973145 509.86988735 437.04615784 417.92040405 620.42121191
 527.49406281 433.67649841 337.67324524 237.220224   133.13492661]","[5.12104772e+02 0.00000000e+00 0.00000000e+00 3.45370062e-02
 8.32521617e+01 3.56753923e+02 3.52817406e+01 2.75515090e+00
 7.94383761e+01 6.74629624e+01 2.67714377e+02 5.83914503e+01
 2.35304771e+01 1.07068774e+02 5.12333176e+01 2.03959094e+02
 7.93170705e+01 1.23664454e+02 6.36418586e+01 3.55448679e+01
 1.65928250e+02 1.03747671e+02 1.58806862e+02 4.96200873e+01
 2.22893531e+01 1.39853178e+02 1.33862154e+02 1.54804584e+02
 3.38358819e+01 1.03905126e+01 1.32935739e+02 2.53852552e+02
 7.51213850e+01 1.14669979e+01 1.11511207e+01 1.57575531e+02
 2.41719171e+02 2.34023951e+01 2.49004379e-01 1.18467080e+00]","[412.0848002  312.06891134 212.09687189 112.15158903  95.38911898
 352.15601348 287.46091257 190.23608171 169.69984286 137.14514124
 304.86383667 263.25940801 186.78374563 193.8525275  145.05684289
 248.99725936 228.28886576 251.9488272  215.59869025 151.13125419
 217.05955701 220.78271709 279.58414693 229.19611788 151.47174279
 191.33053818 225.18591085 279.97401407 213.8252986  124.20619387
 157.16637054 311.02427682 286.15826652 197.63343478 108.80375477
 166.37956855 308.08614786 231.49693877 131.74854226  32.94855506]"
MCDP,STA,40,1500,0,20,normal,1,7.932746,21750.959251982888,"[73.04363561 74.28210872 73.431391   74.22285178 73.53967092 73.95958353
 74.48039655 74.68736044 76.19072268 72.99230262 72.25980074 74.47917573
 74.35984594 74.62434453 76.38197233 71.39698811 72.80368501 74.07019842
 75.73182528 74.38560651 74.72211528 70.84280023 73.00059539 74.16227915
 76.26606848 77.29190968 71.95691727 71.33344298 73.39181775 74.09635565
 77.97619016 79.36006599 70.31910084 68.10118535 73.9556168  77.71257922
 83.5854406  92.18415431 98.60637768 22.20449393]","[603.02599983 598.19245033 556.83311768 550.2784709  620.95244379
 614.55249023 605.63567505 559.8013607  546.9739809  541.65668564
 621.38074579 613.48496113 600.75852842 549.32247505 547.07458134
 545.71673584 625.08593311 612.71090908 594.60875206 539.84517641
 533.78341599 628.77490082 627.50157471 613.21802855 556.34577141
 533.25480137 520.2020359  680.42465029 631.21621542 598.23888779
 537.12206802 511.08859615 437.45430908 719.51334181 625.92865849
 530.08083143 434.62619019 337.85704651 237.21176147 133.15471573]","[6.03026000e+02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 3.34923579e-01 1.45817459e+02 3.96216563e+02 4.03203552e+01
 3.34477984e-01 6.61345288e-02 2.57594045e+01 2.02254087e+02
 3.07492170e+02 4.39603253e+01 7.72278902e-01 3.00764300e+00
 5.62593306e+01 2.34304400e+02 2.55362108e+02 3.03516589e+01
 2.74277768e+00 7.31097534e+00 8.59013754e+01 2.60619630e+02
 1.96299636e+02 1.96355488e+01 1.18731160e+00 1.54653498e+01
 1.17430687e+02 3.27713975e+02 1.05884266e+02 5.26794589e+00
 1.77800288e-01 1.71995439e+01 1.98289630e+02 2.89466813e+02
 3.22240742e+01 3.35667002e-01 5.68170640e-02 6.95155320e-01]","[503.00602842 402.99013956 303.01810011 203.03828025 103.35857204
 149.18900277 445.42872438 385.7690978  286.12896085 186.17743132
 111.94115381 214.19936153 421.68539196 365.64572523 266.38900192
 169.37796713 125.6118337  259.91174057 415.28185251 345.62120744
 248.36403813 155.65050223 141.54644576 302.15795904 398.44386686
 318.08503267 219.26556332 134.71443287 152.1605226  379.86488078
 385.77358406 291.04688438 191.23728941 108.44500366 206.75383317
 396.22092926 328.43241154 228.77647439 128.83589056  29.54638789]"
BS,STA,40,500,0,20,normal,1,111531.144432,12792.461658626557,"[ 92.3  97.6  92.3  92.3  97.6  92.3  92.3  97.6  92.3  92.3  97.6  92.3
  92.3  97.6  92.3  92.3  97.6  92.3  92.3  97.6  92.3  92.3  97.6  92.3
  92.3  97.6  92.3  92.3  97.6  92.3  92.3  97.6  92.3  92.3  97.6  91.5
  92.3  97.6 104.   74.2]","[421.15854053 321.15854053 421.15854053 421.15854053 321.15854053
 421.15854053 421.15854053 321.15854053 421.15854053 421.15854053
 321.15854053 421.15854053 421.15854053 321.15854053 421.15854053
 421.15854053 321.15854053 421.15854053 421.15854053 321.15854053
 421.15854053 421.15854053 321.15854053 421.15854053 421.15854053
 321.15854053 421.15854053 421.15854053 321.15854053 421.15854053
 421.15854053 321.15854053 421.15854053 421.15854053 321.15854053
 321.15854053 421.15854053 321.15854053 235.22738162 135.22738162]","[4.21158541e+02 0.00000000e+00 1.33961009e-03 7.04709646e+01
 2.23688362e+02 1.14037957e+01 5.49799885e+01 2.33206620e+02
 8.65520581e+00 6.14104654e+01 2.30717534e+02 7.77818638e+00
 6.04788296e+01 2.31899826e+02 7.79355619e+00 5.99343759e+01
 2.32303455e+02 7.79541584e+00 6.00541682e+01 2.32161485e+02
 7.83505178e+00 5.98052427e+01 2.32359276e+02 7.91495031e+00
 5.98017947e+01 2.32313338e+02 7.87621837e+00 5.97645406e+01
 2.32378724e+02 7.82490627e+00 6.00618748e+01 2.32131615e+02
 7.79212572e+00 5.98121490e+01 2.32342401e+02 5.86825551e+00
 5.97171456e+01 2.33433511e+02 6.67524759e+00 3.99043149e+00]","[321.13856911 221.12268026 121.15198042  91.64312518 215.31685531
 126.73362288  81.73676985 214.96340853 123.6439994   85.03680072
 215.75865259 123.54096003  84.01365012 215.91348398 123.67803795
  83.59373606 215.87172713 123.66265002  83.72482261 215.87400353
 123.70910833  83.48983974 215.84368395 123.7505179   83.53858436
 215.85753918 123.7269766   83.47503697 215.86916383 123.68445278
  83.77076497 215.90773425 123.71246472  83.53278413 215.89438436
 121.76292249  81.46747616 214.90938308 121.58722978  25.59300328]"
MCDP,STA,40,500,0,20,normal,2,9.267786,13187.46987997329,"[ 90.79557401  93.23964107  90.81841297  94.07666235  93.55601003
  92.65858584  93.36013742  93.89438833  93.75959785  92.44863157
  92.41622063  93.5438386   91.96111265  92.8085969   95.40971443
  90.80434552  91.59152451  94.05355584  94.68274177  90.07849118
  91.65920595  93.53132076  92.59268797  91.7694935   95.387792
  91.58061119  90.19595106  95.1491015   94.37432911  90.89876458
  92.60048338  93.4556622   92.48237451  92.9156439   98.70975655
  89.51239462  88.48093762  97.9933318  108.14579904  74.68689666]","[363.53166904 369.62139893 368.85976257 369.98793335 367.01052551
 370.46733398 370.57227859 365.82886963 366.66806641 369.12606506
 364.03543568 363.36335449 377.07534599 369.946521   362.99556885
 362.7720726  377.00346451 369.0524353  359.54784088 370.10627441
 369.95101318 359.38669281 367.68940735 378.18449821 360.23647575
 358.59693069 376.16691399 370.59191437 360.979533   377.95623665
 371.01451035 354.27932606 392.8539053  388.6279335  352.93354588
 327.24933014 425.46794643 347.90123291 254.17232933 149.74606171]","[363.53166904   0.          12.82670706 221.52979408  91.36368242
  21.12499808 148.91321918 128.34526812  48.59505918 106.30144115
 132.75904367  75.57694184  91.44534553 127.79277857  92.39631998
  74.94626361 121.85440546 111.49255096  79.91105018  91.77784723
 121.7124855   96.03526235  83.85669314 113.80129513 110.3391128
  78.10766924  97.56613501 129.4010535   86.10466254  81.74101756
 122.2730571  101.0008325   80.94983731 120.59458622 113.419548
  49.61510986 117.56789537 150.09956395  44.46923703   8.34768189]","[263.4983818  163.47127096  76.33654939 197.8930881  189.23198635
 110.37293624 159.31749709 187.68967762 136.31922699 142.59087299
 175.35305414 150.93266407 142.365136   170.15443611 162.50375494
 137.41875538 159.23131941 170.71349843 150.6330257  142.38916499
 164.09836317 160.09333169 143.93829025 157.72415232 168.03892817
 146.1516097  143.70424357 173.07715829 159.20163534 140.92492816
 163.2308961  164.23616287 145.20148185 165.80523661 179.24998242
 128.86232624 146.40819859 196.51699964 140.98654552  49.35393295]"
